日期,战区,渠道,品类,客户,签收额,台数
2024-07-15,东区,传统,旗舰系列,东区经销商05,7226.37,1
2024-07-15,东区,传统,旗舰系列,东区经销商06,6021.98,1
2024-07-15,东区,传统,旗舰系列,东区经销商07,4817.58,1
2024-07-15,东区,传统,旗舰系列,东区经销商08,3613.19,1
2024-07-15,东区,KA,主力系列,东区经销商01,157666.26,50
2024-07-15,东区,KA,主力系列,东区经销商02,52555.42,17
2024-07-15,东区,KA,主力系列,东区经销商03,32847.14,10
2024-07-15,东区,KA,主力系列,东区经销商04,26277.71,8
2024-07-15,东区,KA,主力系列,东区经销商05,19708.28,6
2024-07-15,东区,KA,主力系列,东区经销商06,16423.57,5
2024-07-15,东区,KA,主力系列,东区经销商07,13138.85,4
2024-07-15,东区,KA,主力系列,东区经销商08,9854.14,3
2024-07-15,东区,电商,主力系列,东区经销商01,110366.38,35
2024-07-15,东区,电商,主力系列,东区经销商02,36788.79,12
2024-07-15,东区,电商,主力系列,东区经销商03,22993.0,7
2024-07-15,东区,电商,主力系列,东区经销商04,18394.4,6
2024-07-15,东区,电商,主力系列,东区经销商05,13795.8,4
2024-07-15,东区,电商,主力系列,东区经销商06,11496.5,4
2024-07-15,东区,电商,主力系列,东区经销商07,9197.2,3
2024-07-15,东区,电商,主力系列,东区经销商08,6897.9,2
2024-07-15,东区,传统,主力系列,东区经销商01,126133.01,40
2024-07-15,东区,传统,主力系列,东区经销商02,42044.34,13
2024-07-15,东区,传统,主力系列,东区经销商03,26277.71,8
2024-07-15,东区,传统,主力系列,东区经销商04,21022.17,7
2024-07-15,东区,传统,主力系列,东区经销商05,15766.63,5
2024-07-15,东区,传统,主力系列,东区经销商06,13138.85,4
2024-07-15,东区,传统,主力系列,东区经销商07,10511.08,3
2024-07-15,东区,传统,主力系列,东区经销商08,7883.31,3
2024-07-15,东区,KA,入门系列,东区经销商01,98541.41,52
2024-07-15,东区,KA,入门系列,东区经销商02,32847.14,17
2024-07-15,东区,KA,入门系列,东区经销商03,20529.46,11
2024-07-15,东区,KA,入门系列,东区经销商04,16423.57,9
2024-07-15,东区,KA,入门系列,东区经销商05,12317.68,7
2024-07-15,东区,KA,入门系列,东区经销商06,10264.73,5
2024-07-15,东区,KA,入门系列,东区经销商07,8211.78,4
2024-07-15,东区,KA,入门系列,东区经销商08,6158.84,3
2024-07-15,东区,电商,入门系列,东区经销商01,68978.99,37
2024-07-15,东区,电商,入门系列,东区经销商02,22993.0,12
2024-07-15,东区,电商,入门系列,东区经销商03,14370.62,8
2024-07-15,东区,电商,入门系列,东区经销商04,11496.5,6
2024-07-15,东区,电商,入门系列,东区经销商05,8622.37,5
2024-07-15,东区,电商,入门系列,东区经销商06,7185.31,4
2024-07-15,东区,电商,入门系列,东区经销商07,5748.25,3
2024-07-15,东区,电商,入门系列,东区经销商08,4311.19,2
2024-07-15,东区,传统,入门系列,东区经销商01,78833.13,42
2024-07-15,东区,传统,入门系列,东区经销商02,26277.71,14
2024-07-15,东区,传统,入门系列,东区经销商03,16423.57,9
2024-07-15,东区,传统,入门系列,东区经销商04,13138.85,7
2024-07-15,东区,传统,入门系列,东区经销商05,9854.14,5
2024-07-15,东区,传统,入门系列,东区经销商06,8211.78,4
2024-07-15,东区,传统,入门系列,东区经销商07,6569.43,3
2024-07-15,东区,传统,入门系列,东区经销商08,4927.07,3
2024-07-15,南区,KA,旗舰系列,南区经销商01,120439.5,24
2024-07-15,南区,KA,旗舰系列,南区经销商02,40146.5,8
2024-07-15,南区,KA,旗舰系列,南区经销商03,25091.56,5
2024-07-15,南区,KA,旗舰系列,南区经销商04,20073.25,4
2024-07-15,南区,KA,旗舰系列,南区经销商05,15054.94,3
2024-07-15,南区,KA,旗舰系列,南区经销商06,12545.78,2
2024-07-15,南区,KA,旗舰系列,南区经销商07,10036.63,2
2024-07-15,南区,KA,旗舰系列,南区经销商08,7527.47,1
2024-07-15,南区,电商,旗舰系列,南区经销商01,84307.65,17
2024-07-15,南区,电商,旗舰系列,南区经销商02,28102.55,6
2024-07-15,南区,电商,旗舰系列,南区经销商03,17564.09,3
2024-07-15,南区,电商,旗舰系列,南区经销商04,14051.28,3
2024-07-15,南区,电商,旗舰系列,南区经销商05,10538.46,2
2024-07-15,南区,电商,旗舰系列,南区经销商06,8782.05,2
2024-07-15,南区,电商,旗舰系列,南区经销商07,7025.64,1
2024-07-15,南区,电商,旗舰系列,南区经销商08,5269.23,1
2024-07-15,南区,传统,旗舰系列,南区经销商01,96351.6,19
2024-07-15,南区,传统,旗舰系列,南区经销商02,32117.2,6
2024-07-15,南区,传统,旗舰系列,南区经销商03,20073.25,4
2024-07-15,南区,传统,旗舰系列,南区经销商04,16058.6,3
2024-07-15,南区,传统,旗舰系列,南区经销商05,12043.95,2
2024-07-15,南区,传统,旗舰系列,南区经销商06,10036.63,2
2024-07-15,南区,传统,旗舰系列,南区经销商07,8029.3,2
2024-07-15,南区,传统,旗舰系列,南区经销商08,6021.98,1
2024-07-15,南区,KA,主力系列,南区经销商01,262777.1,83
2024-07-15,南区,KA,主力系列,南区经销商02,87592.37,28
2024-07-15,南区,KA,主力系列,南区经销商03,54745.23,17
2024-07-15,南区,KA,主力系列,南区经销商04,43796.18,14
2024-07-15,南区,KA,主力系列,南区经销商05,32847.14,10
2024-07-15,南区,KA,主力系列,南区经销商06,27372.61,9
2024-07-15,南区,KA,主力系列,南区经销商07,21898.09,7
2024-07-15,南区,KA,主力系列,南区经销商08,16423.57,5
2024-07-15,南区,电商,主力系列,南区经销商01,183943.97,58
2024-07-15,南区,电商,主力系列,南区经销商02,61314.66,19
2024-07-15,南区,电商,主力系列,南区经销商03,38321.66,12
2024-07-15,南区,电商,主力系列,南区经销商04,30657.33,10
2024-07-15,南区,电商,主力系列,南区经销商05,22993.0,7
2024-07-15,南区,电商,主力系列,南区经销商06,19160.83,6
2024-07-15,南区,电商,主力系列,南区经销商07,15328.66,5
2024-07-15,南区,电商,主力系列,南区经销商08,11496.5,4
2024-07-15,南区,传统,主力系列,南区经销商01,210221.68,67
2024-07-15,南区,传统,主力系列,南区经销商02,70073.89,22
2024-07-15,南区,传统,主力系列,南区经销商03,43796.18,14
2024-07-15,南区,传统,主力系列,南区经销商04,35036.95,11
2024-07-15,南区,传统,主力系列,南区经销商05,26277.71,8
2024-07-15,南区,传统,主力系列,南区经销商06,21898.09,7
2024-07-15,南区,传统,主力系列,南区经销商07,17518.47,6
2024-07-15,南区,传统,主力系列,南区经销商08,13138.85,4
2024-07-15,南区,KA,入门系列,南区经销商01,164235.68,87
2024-07-15,南区,KA,入门系列,南区经销商02,54745.23,29
2024-07-15,南区,KA,入门系列,南区经销商03,34215.77,18
2024-07-15,南区,KA,入门系列,南区经销商04,27372.61,15
2024-07-15,南区,KA,入门系列,南区经销商05,20529.46,11
2024-07-15,南区,KA,入门系列,南区经销商06,17107.88,9
2024-07-15,南区,KA,入门系列,南区经销商07,13686.31,7
2024-07-15,南区,KA,入门系列,南区经销商08,10264.73,5
2024-07-15,南区,电商,入门系列,南区经销商01,114964.98,61
2024-07-15,南区,电商,入门系列,南区经销商02,38321.66,20
2024-07-15,南区,电商,入门系列,南区经销商03,23951.04,13
2024-07-15,南区,电商,入门系列,南区经销商04,19160.83,10
2024-07-15,南区,电商,入门系列,南区经销商05,14370.62,8
2024-07-15,南区,电商,入门系列,南区经销商06,11975.52,6
2024-07-15,南区,电商,入门系列,南区经销商07,9580.41,5
2024-07-15,南区,电商,入门系列,南区经销商08,7185.31,4
2024-07-15,南区,传统,入门系列,南区经销商01,131388.55,70
2024-07-15,南区,传统,入门系列,南区经销商02,43796.18,23
2024-07-15,南区,传统,入门系列,南区经销商03,27372.61,15
2024-07-15,南区,传统,入门系列,南区经销商04,21898.09,12
2024-07-15,南区,传统,入门系列,南区经销商05,16423.57,9
2024-07-15,南区,传统,入门系列,南区经销商06,13686.31,7
2024-07-15,南区,传统,入门系列,南区经销商07,10949.05,6
2024-07-15,南区,传统,入门系列,南区经销商08,8211.78,4
2024-08-15,北区,KA,旗舰系列,北区经销商01,111936.0,22
2024-08-15,北区,KA,旗舰系列,北区经销商02,37312.0,7
2024-08-15,北区,KA,旗舰系列,北区经销商03,23320.0,5
2024-08-15,北区,KA,旗舰系列,北区经销商04,18656.0,4
2024-08-15,北区,KA,旗舰系列,北区经销商05,13992.0,3
2024-08-15,北区,KA,旗舰系列,北区经销商06,11660.0,2
2024-08-15,北区,KA,旗舰系列,北区经销商07,9328.0,2
2024-08-15,北区,KA,旗舰系列,北区经销商08,6996.0,1
2024-08-15,北区,电商,旗舰系列,北区经销商01,78355.2,15
2024-08-15,北区,电商,旗舰系列,北区经销商02,26118.4,5
2024-08-15,北区,电商,旗舰系列,北区经销商03,16324.0,3
2024-08-15,北区,电商,旗舰系列,北区经销商04,13059.2,3
2024-08-15,北区,电商,旗舰系列,北区经销商05,9794.4,2
2024-08-15,北区,电商,旗舰系列,北区经销商06,8162.0,2
2024-08-15,北区,电商,旗舰系列,北区经销商07,6529.6,1
2024-08-15,北区,电商,旗舰系列,北区经销商08,4897.2,1
2024-08-15,北区,传统,旗舰系列,北区经销商01,89548.8,18
2024-08-15,北区,传统,旗舰系列,北区经销商02,29849.6,6
2024-08-15,北区,传统,旗舰系列,北区经销商03,18656.0,4
2024-08-15,北区,传统,旗舰系列,北区经销商04,14924.8,3
2024-08-15,北区,传统,旗舰系列,北区经销商05,11193.6,2
2024-08-15,北区,传统,旗舰系列,北区经销商06,9328.0,2
2024-08-15,北区,传统,旗舰系列,北区经销商07,7462.4,1
2024-08-15,北区,传统,旗舰系列,北区经销商08,5596.8,1
2024-08-15,北区,KA,主力系列,北区经销商01,244224.0,78
2024-08-15,北区,KA,主力系列,北区经销商02,81408.0,26
2024-08-15,北区,KA,主力系列,北区经销商03,50880.0,16
2024-08-15,北区,KA,主力系列,北区经销商04,40704.0,13
2024-08-15,北区,KA,主力系列,北区经销商05,30528.0,10
2024-08-15,北区,KA,主力系列,北区经销商06,25440.0,8
2024-08-15,北区,KA,主力系列,北区经销商07,20352.0,6
2024-08-15,北区,KA,主力系列,北区经销商08,15264.0,5
2024-08-15,北区,电商,主力系列,北区经销商01,170956.8,54
2024-08-15,北区,电商,主力系列,北区经销商02,56985.6,18
2024-08-15,北区,电商,主力系列,北区经销商03,35616.0,11
2024-08-15,北区,电商,主力系列,北区经销商04,28492.8,9
2024-08-15,北区,电商,主力系列,北区经销商05,21369.6,7
2024-08-15,北区,电商,主力系列,北区经销商06,17808.0,6
2024-08-15,北区,电商,主力系列,北区经销商07,14246.4,5
2024-08-15,北区,电商,主力系列,北区经销商08,10684.8,3
2024-08-15,北区,传统,主力系列,北区经销商01,195379.2,62
2024-08-15,北区,传统,主力系列,北区经销商02,65126.4,21
2024-08-15,北区,传统,主力系列,北区经销商03,40704.0,13
2024-08-15,北区,传统,主力系列,北区经销商04,32563.2,10
2024-08-15,北区,传统,主力系列,北区经销商05,24422.4,8
2024-08-15,北区,传统,主力系列,北区经销商06,20352.0,6
2024-08-15,北区,传统,主力系列,北区经销商07,16281.6,5
2024-08-15,北区,传统,主力系列,北区经销商08,12211.2,4
2024-08-15,北区,KA,入门系列,北区经销商01,152640.0,81
2024-08-15,北区,KA,入门系列,北区经销商02,50880.0,27
2024-08-15,北区,KA,入门系列,北区经销商03,31800.0,17
2024-08-15,北区,KA,入门系列,北区经销商04,25440.0,14
2024-08-15,北区,KA,入门系列,北区经销商05,19080.0,10
2024-08-15,北区,KA,入门系列,北区经销商06,15900.0,8
2024-08-15,北区,KA,入门系列,北区经销商07,12720.0,7
2024-08-15,北区,KA,入门系列,北区经销商08,9540.0,5
2024-08-15,北区,电商,入门系列,北区经销商01,106848.0,57
2024-08-15,北区,电商,入门系列,北区经销商02,35616.0,19
2024-08-15,北区,电商,入门系列,北区经销商03,22260.0,12
2024-08-15,北区,电商,入门系列,北区经销商04,17808.0,9
2024-08-15,北区,电商,入门系列,北区经销商05,13356.0,7
2024-08-15,北区,电商,入门系列,北区经销商06,11130.0,6
2024-08-15,北区,电商,入门系列,北区经销商07,8904.0,5
2024-08-15,北区,电商,入门系列,北区经销商08,6678.0,4
2024-08-15,北区,传统,入门系列,北区经销商01,122112.0,65
2024-08-15,北区,传统,入门系列,北区经销商02,40704.0,22
2024-08-15,北区,传统,入门系列,北区经销商03,25440.0,14
2024-08-15,北区,传统,入门系列,北区经销商04,20352.0,11
2024-08-15,北区,传统,入门系列,北区经销商05,15264.0,8
2024-08-15,北区,传统,入门系列,北区经销商06,12720.0,7
2024-08-15,北区,传统,入门系列,北区经销商07,10176.0,5
2024-08-15,北区,传统,入门系列,北区经销商08,7632.0,4
2024-08-15,西区,KA,旗舰系列,西区经销商01,89548.8,18
2024-08-15,西区,KA,旗舰系列,西区经销商02,29849.6,6
2024-08-15,西区,KA,旗舰系列,西区经销商03,18656.0,4
2024-08-15,西区,KA,旗舰系列,西区经销商04,14924.8,3
2024-08-15,西区,KA,旗舰系列,西区经销商05,11193.6,2
2024-08-15,西区,KA,旗舰系列,西区经销商06,9328.0,2
2024-08-15,西区,KA,旗舰系列,西区经销商07,7462.4,1
2024-08-15,西区,KA,旗舰系列,西区经销商08,5596.8,1
2024-08-15,西区,电商,旗舰系列,西区经销商01,62684.16,12
2024-08-15,西区,电商,旗舰系列,西区经销商02,20894.72,4
2024-08-15,西区,电商,旗舰系列,西区经销商03,13059.2,3
2024-08-15,西区,电商,旗舰系列,西区经销商04,10447.36,2
2024-08-15,西区,电商,旗舰系列,西区经销商05,7835.52,2
2024-08-15,西区,电商,旗舰系列,西区经销商06,6529.6,1
2024-08-15,西区,电商,旗舰系列,西区经销商07,5223.68,1
2024-08-15,西区,电商,旗舰系列,西区经销商08,3917.76,1
2024-08-15,西区,传统,旗舰系列,西区经销商01,71639.04,14
2024-08-15,西区,传统,旗舰系列,西区经销商02,23879.68,5
2024-08-15,西区,传统,旗舰系列,西区经销商03,14924.8,3
2024-08-15,西区,传统,旗舰系列,西区经销商04,11939.84,2
2024-08-15,西区,传统,旗舰系列,西区经销商05,8954.88,2
2024-08-15,西区,传统,旗舰系列,西区经销商06,7462.4,1
2024-08-15,西区,传统,旗舰系列,西区经销商07,5969.92,1
2024-08-15,西区,传统,旗舰系列,西区经销商08,4477.44,1
2024-08-15,西区,KA,主力系列,西区经销商01,195379.2,62
2024-08-15,西区,KA,主力系列,西区经销商02,65126.4,21
2024-08-15,西区,KA,主力系列,西区经销商03,40704.0,13
2024-08-15,西区,KA,主力系列,西区经销商04,32563.2,10
2024-08-15,西区,KA,主力系列,西区经销商05,24422.4,8
2024-08-15,西区,KA,主力系列,西区经销商06,20352.0,6
2024-08-15,西区,KA,主力系列,西区经销商07,16281.6,5
2024-08-15,西区,KA,主力系列,西区经销商08,12211.2,4
2024-08-15,西区,电商,主力系列,西区经销商01,136765.44,43
2024-08-15,西区,电商,主力系列,西区经销商02,45588.48,14
2024-08-15,西区,电商,主力系列,西区经销商03,28492.8,9
2024-08-15,西区,电商,主力系列,西区经销商04,22794.24,7
2024-08-15,西区,电商,主力系列,西区经销商05,17095.68,5
2024-08-15,西区,电商,主力系列,西区经销商06,14246.4,5
2024-08-15,西区,电商,主力系列,西区经销商07,11397.12,4
2024-08-15,西区,电商,主力系列,西区经销商08,8547.84,3
2024-08-15,西区,传统,主力系列,西区经销商01,156303.36,50
2024-08-15,西区,传统,主力系列,西区经销商02,52101.12,17
2024-08-15,西区,传统,主力系列,西区经销商03,32563.2,10
2024-08-15,西区,传统,主力系列,西区经销商04,26050.56,8
2024-08-15,西区,传统,主力系列,西区经销商05,19537.92,6
2024-08-15,西区,传统,主力系列,西区经销商06,16281.6,5
2024-08-15,西区,传统,主力系列,西区经销商07,13025.28,4
2024-08-15,西区,传统,主力系列,西区经销商08,9768.96,3
2024-08-15,西区,KA,入门系列,西区经销商01,122112.0,65
2024-08-15,西区,KA,入门系列,西区经销商02,40704.0,22
2024-08-15,西区,KA,入门系列,西区经销商03,25440.0,14
2024-08-15,西区,KA,入门系列,西区经销商04,20352.0,11
2024-08-15,西区,KA,入门系列,西区经销商05,15264.0,8
2024-08-15,西区,KA,入门系列,西区经销商06,12720.0,7
2024-08-15,西区,KA,入门系列,西区经销商07,10176.0,5
2024-08-15,西区,KA,入门系列,西区经销商08,7632.0,4
2024-08-15,西区,电商,入门系列,西区经销商01,85478.4,45
2024-08-15,西区,电商,入门系列,西区经销商02,28492.8,15
2024-08-15,西区,电商,入门系列,西区经销商03,17808.0,9
2024-08-15,西区,电商,入门系列,西区经销商04,14246.4,8
2024-08-15,西区,电商,入门系列,西区经销商05,10684.8,6
2024-08-15,西区,电商,入门系列,西区经销商06,8904.0,5
2024-08-15,西区,电商,入门系列,西区经销商07,7123.2,4
2024-08-15,西区,电商,入门系列,西区经销商08,5342.4,3
2024-08-15,西区,传统,入门系列,西区经销商01,97689.6,52
2024-08-15,西区,传统,入门系列,西区经销商02,32563.2,17
2024-08-15,西区,传统,入门系列,西区经销商03,20352.0,11
2024-08-15,西区,传统,入门系列,西区经销商04,16281.6,9
2024-08-15,西区,传统,入门系列,西区经销商05,12211.2,6
2024-08-15,西区,传统,入门系列,西区经销商06,10176.0,5
2024-08-15,西区,传统,入门系列,西区经销商07,8140.8,4
2024-08-15,西区,传统,入门系列,西区经销商08,6105.6,3
2024-08-15,中区,KA,旗舰系列,中区经销商01,67161.6,13
2024-08-15,中区,KA,旗舰系列,中区经销商02,22387.2,4
2024-08-15,中区,KA,旗舰系列,中区经销商03,13992.0,3
2024-08-15,中区,KA,旗舰系列,中区经销商04,11193.6,2
2024-08-15,中区,KA,旗舰系列,中区经销商05,8395.2,2
2024-08-15,中区,KA,旗舰系列,中区经销商06,6996.0,1
2024-08-15,中区,KA,旗舰系列,中区经销商07,5596.8,1
2024-08-15,中区,KA,旗舰系列,中区经销商08,4197.6,1
2024-08-15,中区,电商,旗舰系列,中区经销商01,47013.12,9
2024-08-15,中区,电商,旗舰系列,中区经销商02,15671.04,3
2024-08-15,中区,电商,旗舰系列,中区经销商03,9794.4,2
2024-08-15,中区,电商,旗舰系列,中区经销商04,7835.52,2
2024-08-15,中区,电商,旗舰系列,中区经销商05,5876.64,1
2024-08-15,中区,电商,旗舰系列,中区经销商06,4897.2,1
2024-08-15,中区,电商,旗舰系列,中区经销商07,3917.76,1
2024-08-15,中区,电商,旗舰系列,中区经销商08,2938.32,1
2024-08-15,中区,传统,旗舰系列,中区经销商01,53729.28,11
2024-08-15,中区,传统,旗舰系列,中区经销商02,17909.76,4
2024-08-15,中区,传统,旗舰系列,中区经销商03,11193.6,2
2024-08-15,中区,传统,旗舰系列,中区经销商04,8954.88,2
2024-08-15,中区,传统,旗舰系列,中区经销商05,6716.16,1
2024-08-15,中区,传统,旗舰系列,中区经销商06,5596.8,1
2024-08-15,中区,传统,旗舰系列,中区经销商07,4477.44,1
2024-08-15,中区,传统,旗舰系列,中区经销商08,3358.08,1
2024-08-15,中区,KA,主力系列,中区经销商01,146534.4,47
2024-08-15,中区,KA,主力系列,中区经销商02,48844.8,16
2024-08-15,中区,KA,主力系列,中区经销商03,30528.0,10
2024-08-15,中区,KA,主力系列,中区经销商04,24422.4,8
2024-08-15,中区,KA,主力系列,中区经销商05,18316.8,6
2024-08-15,中区,KA,主力系列,中区经销商06,15264.0,5
2024-08-15,中区,KA,主力系列,中区经销商07,12211.2,4
2024-08-15,中区,KA,主力系列,中区经销商08,9158.4,3
2024-08-15,中区,电商,主力系列,中区经销商01,102574.08,33
2024-08-15,中区,电商,主力系列,中区经销商02,34191.36,11
2024-08-15,中区,电商,主力系列,中区经销商03,21369.6,7
2024-08-15,中区,电商,主力系列,中区经销商04,17095.68,5
2024-08-15,中区,电商,主力系列,中区经销商05,12821.76,4
2024-08-15,中区,电商,主力系列,中区经销商06,10684.8,3
2024-08-15,中区,电商,主力系列,中区经销商07,8547.84,3
2024-08-15,中区,电商,主力系列,中区经销商08,6410.88,2
2024-08-15,中区,传统,主力系列,中区经销商01,117227.52,37
2024-08-15,中区,传统,主力系列,中区经销商02,39075.84,12
2024-08-15,中区,传统,主力系列,中区经销商03,24422.4,8
2024-08-15,中区,传统,主力系列,中区经销商04,19537.92,6
2024-08-15,中区,传统,主力系列,中区经销商05,14653.44,5
2024-08-15,中区,传统,主力系列,中区经销商06,12211.2,4
2024-08-15,中区,传统,主力系列,中区经销商07,9768.96,3
2024-08-15,中区,传统,主力系列,中区经销商08,7326.72,2
2024-08-15,中区,KA,入门系列,中区经销商01,91584.0,49
2024-08-15,中区,KA,入门系列,中区经销商02,30528.0,16
2024-08-15,中区,KA,入门系列,中区经销商03,19080.0,10
2024-08-15,中区,KA,入门系列,中区经销商04,15264.0,8
2024-08-15,中区,KA,入门系列,中区经销商05,11448.0,6
2024-08-15,中区,KA,入门系列,中区经销商06,9540.0,5
2024-08-15,中区,KA,入门系列,中区经销商07,7632.0,4
2024-08-15,中区,KA,入门系列,中区经销商08,5724.0,3
2024-08-15,中区,电商,入门系列,中区经销商01,64108.8,34
2024-08-15,中区,电商,入门系列,中区经销商02,21369.6,11
2024-08-15,中区,电商,入门系列,中区经销商03,13356.0,7
2024-08-15,中区,电商,入门系列,中区经销商04,10684.8,6
2024-08-15,中区,电商,入门系列,中区经销商05,8013.6,4
2024-08-15,中区,电商,入门系列,中区经销商06,6678.0,4
2024-08-15,中区,电商,入门系列,中区经销商07,5342.4,3
2024-08-15,中区,电商,入门系列,中区经销商08,4006.8,2
2024-08-15,中区,传统,入门系列,中区经销商01,73267.2,39
2024-08-15,中区,传统,入门系列,中区经销商02,24422.4,13
2024-08-15,中区,传统,入门系列,中区经销商03,15264.0,8
2024-08-15,中区,传统,入门系列,中区经销商04,12211.2,6
2024-08-15,中区,传统,入门系列,中区经销商05,9158.4,5
2024-08-15,中区,传统,入门系列,中区经销商06,7632.0,4
2024-08-15,中区,传统,入门系列,中区经销商07,6105.6,3
2024-08-15,中区,传统,入门系列,中区经销商08,4579.2,2
2024-08-15,东区,KA,旗舰系列,东区经销商01,67161.6,13
2024-08-15,东区,KA,旗舰系列,东区经销商02,22387.2,4
2024-08-15,东区,KA,旗舰系列,东区经销商03,13992.0,3
2024-08-15,东区,KA,旗舰系列,东区经销商04,11193.6,2
2024-08-15,东区,KA,旗舰系列,东区经销商05,8395.2,2
2024-08-15,东区,KA,旗舰系列,东区经销商06,6996.0,1
2024-08-15,东区,KA,旗舰系列,东区经销商07,5596.8,1
2024-08-15,东区,KA,旗舰系列,东区经销商08,4197.6,1
2024-08-15,东区,电商,旗舰系列,东区经销商01,47013.12,9
2024-08-15,东区,电商,旗舰系列,东区经销商02,15671.04,3
2024-08-15,东区,电商,旗舰系列,东区经销商03,9794.4,2
2024-08-15,东区,电商,旗舰系列,东区经销商04,7835.52,2
2024-08-15,东区,电商,旗舰系列,东区经销商05,5876.64,1
2024-08-15,东区,电商,旗舰系列,东区经销商06,4897.2,1
2024-08-15,东区,电商,旗舰系列,东区经销商07,3917.76,1
2024-08-15,东区,电商,旗舰系列,东区经销商08,2938.32,1
2024-08-15,东区,传统,旗舰系列,东区经销商01,53729.28,11
2024-08-15,东区,传统,旗舰系列,东区经销商02,17909.76,4
2024-08-15,东区,传统,旗舰系列,东区经销商03,11193.6,2
2024-08-15,东区,传统,旗舰系列,东区经销商04,8954.88,2
2024-08-15,东区,传统,旗舰系列,东区经销商05,6716.16,1
2024-08-15,东区,传统,旗舰系列,东区经销商06,5596.8,1
2024-08-15,东区,传统,旗舰系列,东区经销商07,4477.44,1
2024-08-15,东区,传统,旗舰系列,东区经销商08,3358.08,1
2024-08-15,东区,KA,主力系列,东区经销商01,146534.4,47
2024-08-15,东区,KA,主力系列,东区经销商02,48844.8,16
2024-08-15,东区,KA,主力系列,东区经销商03,30528.0,10
2024-08-15,东区,KA,主力系列,东区经销商04,24422.4,8
2024-08-15,东区,KA,主力系列,东区经销商05,18316.8,6
2024-08-15,东区,KA,主力系列,东区经销商06,15264.0,5
2024-08-15,东区,KA,主力系列,东区经销商07,12211.2,4
2024-08-15,东区,KA,主力系列,东区经销商08,9158.4,3
2024-08-15,东区,电商,主力系列,东区经销商01,102574.08,33
2024-08-15,东区,电商,主力系列,东区经销商02,34191.36,11
2024-08-15,东区,电商,主力系列,东区经销商03,21369.6,7
2024-08-15,东区,电商,主力系列,东区经销商04,17095.68,5
2024-08-15,东区,电商,主力系列,东区经销商05,12821.76,4
2024-08-15,东区,电商,主力系列,东区经销商06,10684.8,3
2024-08-15,东区,电商,主力系列,东区经销商07,8547.84,3
2024-08-15,东区,电商,主力系列,东区经销商08,6410.88,2
2024-08-15,东区,传统,主力系列,东区经销商01,117227.52,37
2024-08-15,东区,传统,主力系列,东区经销商02,39075.84,12
2024-08-15,东区,传统,主力系列,东区经销商03,24422.4,8
2024-08-15,东区,传统,主力系列,东区经销商04,19537.92,6
2024-08-15,东区,传统,主力系列,东区经销商05,14653.44,5
2024-08-15,东区,传统,主力系列,东区经销商06,12211.2,4
2024-08-15,东区,传统,主力系列,东区经销商07,9768.96,3
2024-08-15,东区,传统,主力系列,东区经销商08,7326.72,2
2024-08-15,东区,KA,入门系列,东区经销商01,91584.0,49
2024-08-15,东区,KA,入门系列,东区经销商02,30528.0,16
2024-08-15,东区,KA,入门系列,东区经销商03,19080.0,10
2024-08-15,东区,KA,入门系列,东区经销商04,15264.0,8
2024-08-15,东区,KA,入门系列,东区经销商05,11448.0,6
2024-08-15,东区,KA,入门系列,东区经销商06,9540.0,5
2024-08-15,东区,KA,入门系列,东区经销商07,7632.0,4
2024-08-15,东区,KA,入门系列,东区经销商08,5724.0,3
2024-08-15,东区,电商,入门系列,东区经销商01,64108.8,34
2024-08-15,东区,电商,入门系列,东区经销商02,21369.6,11
2024-08-15,东区,电商,入门系列,东区经销商03,13356.0,7
2024-08-15,东区,电商,入门系列,东区经销商04,10684.8,6
2024-08-15,东区,电商,入门系列,东区经销商05,8013.6,4
2024-08-15,东区,电商,入门系列,东区经销商06,6678.0,4
2024-08-15,东区,电商,入门系列,东区经销商07,5342.4,3
2024-08-15,东区,电商,入门系列,东区经销商08,4006.8,2
2024-08-15,东区,传统,入门系列,东区经销商01,73267.2,39
2024-08-15,东区,传统,入门系列,东区经销商02,24422.4,13
2024-08-15,东区,传统,入门系列,东区经销商03,15264.0,8
2024-08-15,东区,传统,入门系列,东区经销商04,12211.2,6
2024-08-15,东区,传统,入门系列,东区经销商05,9158.4,5
2024-08-15,东区,传统,入门系列,东区经销商06,7632.0,4
2024-08-15,东区,传统,入门系列,东区经销商07,6105.6,3
2024-08-15,东区,传统,入门系列,东区经销商08,4579.2,2
2024-08-15,南区,KA,旗舰系列,南区经销商01,111936.0,22
2024-08-15,南区,KA,旗舰系列,南区经销商02,37312.0,7
2024-08-15,南区,KA,旗舰系列,南区经销商03,23320.0,5
2024-08-15,南区,KA,旗舰系列,南区经销商04,18656.0,4
2024-08-15,南区,KA,旗舰系列,南区经销商05,13992.0,3
2024-08-15,南区,KA,旗舰系列,南区经销商06,11660.0,2
2024-08-15,南区,KA,旗舰系列,南区经销商07,9328.0,2
2024-08-15,南区,KA,旗舰系列,南区经销商08,6996.0,1
2024-08-15,南区,电商,旗舰系列,南区经销商01,78355.2,15
2024-08-15,南区,电商,旗舰系列,南区经销商02,26118.4,5
2024-08-15,南区,电商,旗舰系列,南区经销商03,16324.0,3
2024-08-15,南区,电商,旗舰系列,南区经销商04,13059.2,3
2024-08-15,南区,电商,旗舰系列,南区经销商05,9794.4,2
2024-08-15,南区,电商,旗舰系列,南区经销商06,8162.0,2
2024-08-15,南区,电商,旗舰系列,南区经销商07,6529.6,1
2024-08-15,南区,电商,旗舰系列,南区经销商08,4897.2,1
